"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A045",52,24751,2021-02-12,56.049165,-163.0625,1,7.91666666666667,32,44,95.63,89442.23,111428,NA,NA,NA,NA,NA,NA,2021-02-11 21:05:00,5604,16307,NA,509,1
"A045",76,24751,2021-02-20,55.429165,-163.7325,1,6,30,40,92.49,87159.8,110920,NA,NA,NA,NA,NA,NA,2021-02-20 06:50:00,5529,16338,"C51",509,1
"A045",77,24751,2021-02-20,55.394165,-163.860835,1,11.625,36,46,73.55,60787.99,81970,NA,NA,NA,NA,6,NA,2021-02-20 12:47:00,5522,16349,"C51",509,1
"A359",35,24636,2021-02-27,56.025,-164.370275,3,17.25,38,50,120,119397.54,135828,NA,NA,NA,NA,NA,NA,2021-02-27 00:21:00,5601,16423,NA,509,1
"A041",3,24714,2021-01-25,55.35167,-164.489165,1,5.625,33,52,134.48,133384.92,196166,NA,NA,NA,NA,5,NA,2021-01-25 09:35:00,5518,16432,NA,509,1
"A041",31,24714,2021-02-03,55.63917,-164.593335,1,9.79166666666667,39,51,108.57,104491.49,153775,NA,NA,NA,NA,NA,NA,2021-02-03 17:35:00,5534,16427,"C56",509,1
"A041",67,24714,2021-02-20,56.50417,-162.9725,1,9.58333333333333,30,40,78.67,75849.99,113212,NA,NA,NA,NA,12,NA,2021-02-20 19:10:00,5629,16249,NA,509,1
"A091",63,24734,2021-02-13,56.396665,-162.4375,1,3.625,26,38,152.9,150816.65,193352,NA,NA,NA,NA,NA,NA,2021-02-12 22:58:00,5624,16225,NA,516,1
"A136",5,24710,2021-01-26,55.578335,-164.62417,1,3.375,39,52,126.61,124767.71,162034,NA,NA,NA,NA,6,NA,2021-01-26 13:01:00,5532,16439,NA,509,1
"78139",22,24603,2021-02-21,55.308335,-164.733335,3,9.58333333333333,44,58,260,259579.1,570125,NA,NA,NA,NA,NA,NA,2021-02-21 12:20:00,5519,16443,NA,509,1
"A136",91,24710,2021-02-24,55.688335,-163.89,1,6.04166666666667,37,49,171.25,167654.08,242984,NA,NA,NA,NA,NA,NA,2021-02-24 12:38:00,5537,16352,"C55",509,1
"A115",114,24712,2021-02-23,55.75,-163.576665,1,4.45833333333333,33,49,177.12,173488.79,231321,NA,NA,NA,NA,NA,NA,2021-02-23 13:21:00,5546,16332,NA,509,1
"A074",82,24767,2021-02-21,56.338335,-163.126665,1,6.16666666666667,34,44,97.18,92930.17,119200,NA,NA,NA,NA,NA,NA,2021-02-21 05:04:00,5620,16310,"C56",509,2
"A262",102,24700,2021-02-28,55.70833,-163.208335,1,7.70833333333333,29,38,153.06,151460.75,210370,NA,NA,NA,NA,NA,NA,2021-02-27 23:45:00,5538,16318,NA,509,1
"A317",4,24703,2021-02-02,55.061665,-164.815,3,8.75,40,50,195,180597.01,202985,NA,NA,NA,NA,NA,NA,2021-02-02 17:34:00,5501,16457,NA,509,1
"A317",6,24703,2021-02-04,55.01833,-164.905,3,11.7083333333333,42,52,190,186206.6,202865,NA,NA,NA,NA,NA,NA,2021-02-04 10:17:00,5501,16454,NA,509,1
"A007",6,24695,2021-02-27,55.69583,-163.225835,3,12.4583333333333,34,42,130,129567.89,166198,NA,NA,NA,NA,NA,NA,2021-02-27 06:32:00,5544,16310,NA,509,1
"A053",5,24765,2021-02-08,55.214585,-164.85875,3,16.3333333333333,49,59,125,123574.84,193699,NA,NA,NA,NA,NA,NA,2021-02-08 17:17:00,5516,16446,NA,509,1
"A039",48,24697,2021-02-07,55.4675,-164.524165,2,4.83333333333333,45,54,71.43,70849.5,112455,NA,NA,NA,NA,NA,NA,2021-02-07 12:00:00,5527,16431,NA,509,1
"A069",17,24730,2021-01-29,55.57,-163.814165,1,8.20833333333333,35,45,84.98,82033.18,102542,NA,NA,NA,NA,NA,NA,2021-01-29 04:43:00,5533,16349,NA,509,2
"A254",27,24602,2021-02-24,55.701665,-163.865835,3,16.875,37,49,240,230591.26,348586,NA,NA,NA,NA,NA,NA,2021-02-24 04:15:00,5537,16351,NA,509,5
"A291",131,24753,2021-02-23,55.716665,-163.340835,2,21.5,30,40,44.93,37461.7,54318,NA,NA,NA,NA,NA,NA,2021-02-23 00:45:00,5542,16310,NA,509,1
"A080",73,24719,2021-02-25,55.45833,-163.946665,1,13.875,40,48,91.56,73187.51,91359,NA,NA,NA,NA,NA,NA,2021-02-25 15:12:00,5529,16351,NA,509,1
"A255",145,24756,2021-02-25,55.725,-164.025,2,17.75,40,50,49.01,46650.63,69020,NA,NA,NA,NA,NA,NA,2021-02-24 19:41:00,5547,16357,NA,509,1
"A045",15,24751,2021-01-30,55.76833,-164.2775,1,9.375,38,50,51.85,43461.49,65260,NA,NA,NA,NA,5,NA,2021-01-30 11:20:00,5544,16414,NA,509,1
"A045",23,24751,2021-02-01,56.0075,-164.906665,1,10.0833333333333,38,50,73.89,68847.09,89414,NA,NA,NA,NA,3,NA,2021-02-01 10:55:00,5600,16453,NA,509,1
"A045",42,24751,2021-02-08,56.05,-163.384165,1,2.08333333333333,32,46,107.64,103988.19,122345,NA,NA,NA,NA,NA,NA,2021-02-08 21:35:00,5601,16323,NA,509,1
"A093",10,24629,2021-02-04,55.25833,-164.25,3,4.54166666666667,34,47,30,29707.79,35795,NA,NA,NA,NA,NA,NA,2021-02-04 12:12:00,5516,16412,NA,509,1
"A115",65,24712,2021-02-10,56.40417,-163.641665,1,7.125,27,44,167.64,165004.39,239133,NA,NA,0.97,4,NA,NA,2021-02-10 11:09:00,5623,16336,NA,509,2
"A091",105,24734,2021-02-27,55.794165,-163.1575,1,12.7083333333333,34,46,124.83,122029.93,170083,NA,NA,NA,NA,NA,NA,2021-02-27 17:50:00,5549,16313,NA,509,1
"A136",60,24710,2021-02-12,56.293335,-162.805,1,14.0833333333333,28,40,140.8,136197.7,168150,NA,NA,NA,NA,7,NA,2021-02-12 12:53:00,5613,16247,"C55",516,2
"A039",70,24769,2021-02-16,55.435835,-163.7775,2,11.375,33,43,64.1,61350.87,85497,NA,NA,NA,NA,3,NA,2021-02-16 09:15:00,5525,16343,NA,509,1
"A115",126,24712,2021-02-26,55.688335,-164.65083,1,8,36,50,152.81,150770.82,215385,NA,NA,NA,NA,NA,NA,2021-02-26 07:17:00,5541,16437,NA,509,1
"A074",61,24767,2021-02-14,56.2025,-162.0975,1,9.16666666666667,30,40,171.34,166525.33,210795,NA,NA,NA,NA,NA,NA,2021-02-14 02:34:00,5611,16208,NA,516,1
"A574",17,24638,2021-02-16,55.458335,-163.725,3,21.125,31,44,235,228821.47,289483,NA,NA,NA,NA,NA,NA,2021-02-16 07:31:00,5525,16343,NA,509,1
"A300",16,24763,2021-02-23,55.614305,-163.44153,3,2.5,43,44,50,49892.86,64286,NA,NA,NA,NA,NA,NA,2021-02-23 09:59:00,5536,16323,NA,509,1
"A254",11,24602,2021-02-08,55.548335,-164.575835,3,26.375,39,51,140,132908.97,192608,NA,NA,NA,NA,NA,NA,2021-02-07 21:43:00,5532,16424,NA,509,5
"A069",67,24730,2021-02-15,56.276665,-162.520835,1,11.125,32,41,110.58,104169.32,142690,NA,NA,NA,NA,NA,NA,2021-02-15 06:05:00,5617,16227,NA,516,2
"A105",3,24761,2021-02-24,55.75583,-163.525,1,10,30,46,77.39,73291.67,99042,NA,NA,NA,NA,NA,NA,2021-02-23 20:45:00,5544,16323,NA,509,1
"A105",7,24761,2021-02-25,55.826665,-163.38667,1,16.6666666666667,31,46,71.31,68154.79,90869,NA,NA,NA,NA,NA,NA,2021-02-24 21:50:00,5554,16316,NA,509,1
"A080",59,24719,2021-02-19,55.649165,-164.481665,1,9.45833333333333,40,49,160.4,157963.9,213468,NA,NA,NA,NA,NA,NA,2021-02-18 20:14:00,5538,16429,NA,509,1
"A291",72,24753,2021-02-07,55.483335,-164.5275,2,6.70833333333333,43,53,57.87,57340.86,88228,NA,NA,NA,NA,7,NA,2021-02-07 17:32:00,5520,16431,NA,509,1
"A080",70,24719,2021-02-22,55.81,-162.923335,1,14.4166666666667,32,40,184.03,178616.92,244682,NA,NA,NA,NA,NA,NA,2021-02-22 03:44:00,5550,16248,NA,509,2
"A291",91,24753,2021-02-12,56.261665,-162.835,2,13.75,30,43,55.36,54131.75,70297,NA,NA,NA,NA,NA,NA,2021-02-12 02:00:00,5612,16249,NA,516,1
"A291",126,24753,2021-02-22,55.75917,-163.145835,2,10,34,44,52.93,52340.72,70735,NA,NA,NA,NA,NA,NA,2021-02-22 13:35:00,5543,16318,NA,516,1
"A080",6,24719,2021-01-25,55.51833,-164.393335,1,1.66666666666667,42,52,122.05,119890.38,144444,NA,NA,NA,NA,4,NA,2021-01-25 14:40:00,5532,16424,NA,509,1
"A255",95,24756,2021-02-16,55.491665,-163.78333,2,2.66666666666667,33,46,59.14,58048.72,81788,NA,NA,NA,NA,NA,NA,2021-02-16 15:23:00,5530,16344,NA,509,1
"A255",112,24756,2021-02-18,55.483335,-164.25,2,4.375,44,52,56.39,52794.73,100834,NA,NA,NA,NA,NA,NA,2021-02-18 13:05:00,5531,16415,NA,509,1
"A045",33,24751,2021-02-04,55.6975,-164.7725,1,11.25,39,51,96.66,91296.67,134249,NA,NA,NA,NA,NA,NA,2021-02-03 22:40:00,5542,16447,"C51",509,2
"A359",33,24636,2021-02-26,55.930555,-164.66361,3,22.125,39,51,180,179195.45,226737,NA,NA,NA,NA,NA,NA,2021-02-26 05:54:00,5554,16430,NA,509,1
"A041",54,24714,2021-02-16,56.724165,-162.45,1,10.2916666666667,27,37,176.09,154839.68,249739,NA,NA,NA,NA,NA,NA,2021-02-16 00:18:00,5644,16221,NA,516,1
"A041",65,24714,2021-02-20,56.508335,-163.164165,1,7.5,31,41,175.02,169386.48,238567,NA,NA,NA,NA,NA,NA,2021-02-20 02:25:00,5630,16320,NA,516,1
"A041",44,24714,2021-02-12,56.46833,-162.888335,1,7.5,32,42,186.91,185151.27,231446,NA,NA,NA,NA,NA,NA,2021-02-12 18:55:00,5629,16248,"C55",516,1
"A091",3,24734,2021-01-24,55.456665,-164.158335,1,3.70833333333333,40,51,116.22,115247.31,164640,NA,NA,NA,NA,NA,NA,2021-01-24 19:10:00,5529,16405,"C51",509,1
"A039",54,24769,2021-02-13,56.383335,-162.558335,2,11.125,34,41,69.87,67423.47,87282,NA,NA,NA,NA,NA,NA,2021-02-12 22:08:00,5624,16239,NA,516,1
"A039",97,24769,2021-02-22,55.75,-163.133335,2,11.0416666666667,36,46,71.98,71307.47,96364,NA,NA,NA,NA,NA,NA,2021-02-22 16:00:00,5544,16319,NA,516,1
"A115",115,24712,2021-02-23,55.784165,-163.688335,1,13.0833333333333,34,47,203.6,198435.22,283478,NA,NA,NA,NA,NA,NA,2021-02-23 18:16:00,5552,16340,NA,509,1
"A074",9,24767,2021-01-29,55.67417,-163.79417,1,11.0833333333333,37,47,120.58,116618.57,157595,NA,NA,NA,NA,NA,NA,2021-01-29 04:41:00,5541,16336,NA,509,1
"A102",5,24772,2021-02-23,55.656665,-163.55167,3,7.70833333333333,35,49,250,238087.67,316868,NA,NA,NA,NA,NA,NA,2021-02-23 12:05:00,5533,16330,NA,509,1
"A074",103,24767,2021-02-26,55.86,-164.671665,1,12.5,38,48,159.37,155498.68,228674,NA,NA,NA,NA,NA,NA,2021-02-26 03:38:00,5548,16438,NA,509,1
"A074",93,24767,2021-02-23,55.764165,-163.490835,1,2.375,37,48,153.27,132319.37,153856,NA,NA,NA,NA,3,NA,2021-02-23 06:33:00,5544,16332,NA,509,1
"A262",36,24700,2021-02-04,55.4,-164.691665,1,12.0833333333333,41,54,155.02,147540.57,250048,NA,NA,NA,NA,12,NA,2021-02-04 10:20:00,5526,16438,NA,509,1
"A039",45,24697,2021-02-06,55.51167,-164.304165,2,9.25,42,52,64.2,61673.26,88894,NA,NA,NA,NA,NA,NA,2021-02-06 16:40:00,5531,16415,NA,509,1
"A254",19,24602,2021-02-16,55.3875,-164.179165,3,5.54166666666667,40,50,100,92401.22,168693,NA,NA,NA,NA,NA,NA,2021-02-16 16:45:00,5524,16405,NA,509,1
"A069",34,24730,2021-02-04,55.6425,-164.791665,1,3.33333333333333,47,55,99.83,97254.79,159429,NA,NA,NA,NA,3,NA,2021-02-04 13:12:00,5540,16447,"C52",509,1
"A069",60,24730,2021-02-10,56.368335,-163.9075,1,7.83333333333333,36,44,115.62,113908.49,232459,NA,NA,0.58,3,NA,NA,2021-02-10 14:46:00,5621,16351,NA,509,1
"A254",3,24602,2021-01-24,55.3325,-164.295,3,5.41666666666667,39,51,220,220000,303883,NA,NA,NA,NA,NA,NA,2021-01-24 10:10:00,5516,16422,NA,509,1
"A291",159,24753,2021-02-26,55.8975,-164.8075,2,15.9166666666667,40,50,52.94,52316.63,83036,NA,NA,NA,NA,NA,NA,2021-02-26 09:00:00,5546,16444,NA,509,1
"A080",69,24719,2021-02-22,55.83736,-162.901665,1,9.95833333333333,28,36,130.26,127825.13,168195,NA,NA,NA,NA,NA,NA,2021-02-21 22:03:00,5551,16257,NA,516,1
"A080",76,24719,2021-02-26,55.5725,-163.896665,1,6.16666666666667,38,48,121.45,119139.33,171961,NA,NA,NA,NA,NA,NA,2021-02-26 15:12:00,5530,16409,"C56",509,1
"A080",10,24719,2021-01-26,55.73917,-164.685,1,10.9583333333333,40,49,136.27,133523.85,178033,NA,NA,0.76,3,NA,NA,2021-01-26 17:07:00,5543,16439,"C55",509,1
"A045",99,24751,2021-02-26,55.39,-164.05333,1,4.20833333333333,36,49,70.61,68280.24,86433,NA,NA,NA,NA,3,NA,2021-02-26 10:28:00,5523,16403,"C51",509,1
"A255",134,24756,2021-02-23,55.66667,-163.49167,2,7.5,33,43,60.21,59948.84,86886,NA,NA,NA,NA,NA,NA,2021-02-23 10:45:00,5537,16331,NA,509,1
"A255",166,24756,2021-02-27,56.11667,-164.68333,2,5.41666666666667,40,48,65.91,65466.2,100720,NA,NA,NA,NA,NA,NA,2021-02-27 15:05:00,5607,16435,NA,509,1
"A093",25,24629,2021-02-26,55.400835,-164.071665,3,9.95833333333333,38,50,60,59248.96,79277,NA,NA,NA,NA,NA,NA,2021-02-26 01:50:00,5523,16405,NA,509,1
"A282",27,24733,2021-02-02,56.155,-164.2325,1,11.0416666666667,37,47,52.18,49683,62976,NA,NA,NA,NA,NA,NA,2021-02-02 07:25:00,5608,16409,"C54",509,1
"A282",42,24733,2021-02-09,56.05417,-163.5725,1,5.41666666666667,37,47,210.9,207469.59,280363,NA,NA,NA,NA,NA,NA,2021-02-09 03:15:00,5601,16335,"C54",509,1
"A282",44,24733,2021-02-09,56.2575,-163.5475,1,12.7083333333333,35,45,185.01,181709.43,245551,NA,NA,NA,NA,NA,NA,2021-02-09 16:55:00,5615,16332,"C54",509,1
"A225",8,24750,2021-02-19,55.375,-164.41,1,1.66666666666667,42,54,85.73,83808.16,144490,NA,NA,NA,NA,NA,NA,2021-02-19 13:25:00,5521,16424,NA,509,1
"A045",27,24751,2021-02-02,55.691665,-164.379165,1,9.33333333333333,35,50,42.36,34166.49,51668,NA,NA,NA,NA,NA,NA,2021-02-02 13:41:00,5539,16425,NA,509,1
"A045",58,24751,2021-02-13,56.2625,-162.239165,1,2.375,25,38,103.85,103122.97,132211,NA,NA,NA,NA,NA,NA,2021-02-13 13:49:00,5616,16211,"C51",516,1
"A045",63,24751,2021-02-14,56.296665,-162.07417,1,8.54166666666667,31,44,100.82,98490.89,117249,NA,NA,NA,NA,3,NA,2021-02-14 19:30:00,5617,16206,"C51",516,2
"A093",7,24629,2021-01-30,55.17,-164.794165,3,9,42,56,115,111553.13,188011,NA,NA,NA,NA,NA,NA,2021-01-30 18:23:00,5509,16447,NA,509,1
"A359",3,24636,2021-01-24,55.324305,-164.13861,3,10.75,35,46,120,119699.25,107669,NA,NA,NA,NA,NA,NA,2021-01-23 20:05:00,5519,16405,NA,509,1
"A359",24,24636,2021-02-17,55.284305,-164.317085,3,3.70833333333333,42,52,50,32620.32,35561,NA,NA,NA,NA,NA,NA,2021-02-17 08:41:00,5517,16417,NA,509,1
"A041",57,24714,2021-02-17,56.636665,-162.775835,1,5.83333333333333,28,38,207.35,202690.07,266688,NA,NA,NA,NA,NA,NA,2021-02-17 04:10:00,5638,16254,"C56",516,1
"A041",46,24714,2021-02-13,56.45667,-162.930835,1,11.875,31,41,82.77,78351.71,116551,NA,NA,NA,NA,NA,NA,2021-02-13 10:50:00,5625,16259,NA,516,1
"A074",18,24767,2021-01-31,56.074165,-163.8475,1,12.875,35,45,118.41,116033.42,137587,NA,NA,NA,NA,NA,NA,2021-01-31 14:03:00,5602,16351,"C56",509,1
"A262",57,24700,2021-02-10,56.233335,-163.625,1,10,30,44,161.46,146561.61,199253,NA,NA,NA,NA,NA,NA,2021-02-09 23:05:00,5613,16328,NA,509,1
"A039",41,24697,2021-02-06,55.25917,-164.58667,2,8.54166666666667,43,55,58.22,53026.21,71644,NA,NA,NA,NA,NA,NA,2021-02-05 22:01:00,5515,16434,NA,509,1
"A069",58,24730,2021-02-10,56.2475,-163.873335,1,12.4166666666667,37,45,115.6,110680.62,155886,NA,NA,NA,NA,NA,NA,2021-02-10 04:06:00,5613,16350,NA,509,1
"A069",35,24730,2021-02-04,55.631665,-164.889165,1,13.25,47,55,98.51,90770.54,142232,NA,NA,NA,NA,NA,NA,2021-02-04 17:24:00,5536,16449,NA,509,2
"A069",76,24730,2021-02-17,55.588335,-164.0325,1,3.58333333333333,42,50,110.97,107597.1,147412,NA,NA,NA,NA,NA,NA,2021-02-17 10:51:00,5536,16358,"C52",509,1
"A069",64,24730,2021-02-14,56.3475,-162.246665,1,4.66666666666667,37,43,111.96,110725.65,151680,NA,NA,NA,NA,NA,NA,2021-02-14 15:29:00,5622,16213,NA,516,1
"A291",96,24753,2021-02-13,56.32583,-162.63,2,22.5416666666667,31,41,25.28,20864.6,28376,NA,NA,NA,NA,NA,NA,2021-02-12 15:05:00,5615,16241,NA,516,1
"A080",71,24719,2021-02-25,55.46333,-163.654165,1,3.33333333333333,32,41,116.95,114973.76,141107,NA,NA,NA,NA,NA,NA,2021-02-25 10:05:00,5526,16339,NA,509,1
"A291",19,24753,2021-02-01,56.101665,-163.715835,2,24.5833333333333,38,48,51.91,50250.32,54632,NA,NA,NA,NA,NA,NA,2021-01-31 23:30:00,5604,16323,NA,509,1
"A045",89,24751,2021-02-23,55.694305,-163.465,1,1.66666666666667,32,46,107.5,106300.24,131238,NA,NA,NA,NA,NA,NA,2021-02-23 15:50:00,5540,16326,NA,509,1
"A167",4,24615,2021-02-20,55.28167,-164.56,3,10.4166666666667,53,55,81.6,78297.14,189429,NA,NA,NA,NA,NA,NA,2021-02-19 23:15:00,5515,16439,NA,509,5
"A045",9,24751,2021-01-29,55.66917,-163.861805,1,6.875,36,50,73.2,70141.77,84509,NA,NA,NA,NA,NA,NA,2021-01-28 21:50:00,5540,16350,NA,509,1
"A045",22,24751,2021-02-01,55.986665,-164.755,1,8.125,39,50,97.18,93962.83,134239,NA,NA,NA,NA,NA,NA,2021-02-01 03:20:00,5602,16443,NA,509,2
"A359",8,24636,2021-02-01,55.34875,-164.696525,3,8.41666666666667,41,55,150,150000,232965,NA,NA,NA,NA,NA,NA,2021-02-01 08:40:00,5519,16445,NA,509,1
"A013",9,24619,2021-02-26,55.677915,-163.213055,3,2.41666666666667,30,40,104.33,104330,149097,NA,NA,NA,NA,NA,NA,2021-02-26 16:36:00,5541,16310,NA,509,1
"A115",98,24712,2021-02-20,56.465,-163.1075,1,3.04166666666667,27,42,147.76,146268.26,261194,NA,NA,NA,NA,4,NA,2021-02-20 10:32:00,5628,16301,NA,509,1
"A115",101,24712,2021-02-21,56.3725,-162.990835,1,8.91666666666667,27,43,196.53,188918.38,245356,NA,NA,NA,NA,NA,NA,2021-02-21 02:10:00,5622,16304,NA,516,1
"A091",40,24734,2021-02-07,55.83333,-163.685835,1,11,38,50,124.42,121474.14,166418,NA,NA,NA,NA,5,NA,2021-02-07 13:56:00,5543,16349,NA,509,1
"A091",76,24734,2021-02-18,55.644165,-164.344165,1,4.20833333333333,38,50,109.39,107461.46,151357,NA,NA,NA,NA,3,NA,2021-02-18 11:14:00,5541,16420,"C51",509,1
"A091",27,24734,2021-02-01,55.98083,-164.7425,1,10.125,37,49,152.67,148859.52,207588,NA,NA,NA,NA,NA,3,2021-02-01 00:35:00,5600,16443,NA,509,1
"A091",34,24734,2021-02-05,55.200835,-164.46333,1,10.1666666666667,30,42,78.18,71526.88,88156,NA,NA,NA,NA,NA,NA,2021-02-05 09:52:00,5513,16419,NA,509,1
"A041",75,24714,2021-02-25,55.4225,-163.97583,1,8.54166666666667,37,47,140,120456.02,170494,NA,NA,NA,NA,4,NA,2021-02-25 14:45:00,5526,16358,NA,509,1
"A136",48,24710,2021-02-09,56.08,-163.553335,1,3.66666666666667,34,47,177.43,173900.88,225851,NA,NA,NA,NA,4,NA,2021-02-09 05:27:00,5603,16334,"C55",509,1
"A136",18,24710,2021-01-30,56.0275,-163.40417,1,8.58333333333333,33,45,144.11,127570.2,161488,NA,NA,NA,NA,NA,NA,2021-01-30 06:07:00,5603,16322,NA,509,1
"A136",26,24710,2021-02-01,56.12083,-164.001665,1,12,33,46,139,135158.68,168948,NA,NA,NA,NA,NA,NA,2021-02-01 09:45:00,5608,16359,"C56",509,1
"A039",72,24769,2021-02-16,55.358335,-164.3,2,3.875,43,53,58.32,50171.8,79221,NA,NA,NA,NA,NA,NA,2021-02-16 22:26:00,5519,16421,NA,509,1
"A136",90,24710,2021-02-24,55.6825,-163.75833,1,8.41666666666667,36,48,120.73,105632.33,160034,NA,NA,NA,NA,NA,NA,2021-02-24 05:20:00,5539,16344,NA,509,1
"A136",75,24710,2021-02-20,56.398335,-162.818335,1,10.2083333333333,27,39,129.62,123654.33,162704,NA,NA,NA,NA,6,NA,2021-02-20 16:27:00,5623,16247,NA,516,1
"A039",92,24769,2021-02-21,55.735835,-163.281665,2,2.95833333333333,35,45,66.92,65878.38,89028,NA,NA,NA,NA,NA,NA,2021-02-21 17:05:00,5543,16319,NA,509,1
"A039",94,24769,2021-02-21,55.741665,-163.3,2,5,36,46,69.57,68676.95,91578,NA,NA,NA,NA,NA,NA,2021-02-21 17:30:00,5545,16322,NA,509,1
"A115",113,24712,2021-02-23,55.841665,-163.483335,1,8.20833333333333,32,47,192.51,189218.01,262804,NA,NA,NA,NA,8,NA,2021-02-23 08:38:00,5551,16323,NA,509,2
"A074",26,24767,2021-02-02,56.28667,-164.370835,1,10.9166666666667,35,45,49.5,45963,62643,NA,NA,NA,NA,NA,NA,2021-02-02 19:32:00,5619,16434,"C55",509,1
"A074",31,24767,2021-02-03,55.720835,-164.62667,1,10.125,39,49,74.71,69949.39,97755,NA,NA,NA,NA,NA,NA,2021-02-03 19:22:00,5541,16439,"C55",509,1
"A095",13,24630,2021-02-08,54.91667,-165.025,3,5.58333333333333,42,52,45,39483.87,39484,NA,NA,NA,NA,NA,NA,2021-02-08 08:00:00,5455,16502,NA,517,1
"A317",20,24703,2021-02-27,56.4,-168.644165,3,23.5416666666667,54,66,200,197824.06,272925,NA,NA,2175.94,4974,NA,NA,2021-02-27 04:30:00,5623,16840,NA,517,1
"A262",4,24700,2021-01-24,55.341665,-164.175,1,9.58333333333333,39,47,164.37,155610.49,196951,NA,NA,NA,NA,NA,NA,2021-01-24 05:35:00,5514,16418,NA,509,1
"A262",9,24700,2021-01-25,55.516665,-164.25,1,9.58333333333333,34,51,163.82,161887.73,289086,NA,NA,NA,NA,NA,NA,2021-01-25 16:35:00,5529,16417,"C53",509,1
"A262",38,24700,2021-02-05,55.266665,-164.71667,1,11.25,40,54,140.31,130591.68,200896,NA,NA,1.35,5,10,NA,2021-02-04 23:50:00,5517,16446,NA,509,1
"A262",112,24700,2021-03-03,55.566665,-163.59167,1,5.83333333333333,30,38,98.77,87133.43,116150,NA,NA,NA,NA,NA,NA,2021-03-03 05:55:00,5530,16334,NA,509,1
"A262",81,24700,2021-02-19,56.666665,-163.45833,1,9.375,27,37,177.65,176055.71,283960,NA,NA,NA,NA,NA,NA,2021-02-19 07:50:00,5645,16332,"C56",509,2
"A574",7,24638,2021-01-31,55.341665,-164.16667,3,11.3333333333333,42,52,195,191299.27,249799,NA,NA,NA,NA,NA,NA,2021-01-31 10:45:00,5515,16419,NA,509,1
"A115",13,24712,2021-01-27,55.6175,-164.723335,1,11.4583333333333,38,52,202.38,196370.53,269000,NA,NA,NA,NA,19,NA,2021-01-26 22:25:00,5536,16437,NA,509,1
"A039",35,24697,2021-02-04,55.378335,-164.65333,2,3.125,44,55,66.19,63595.27,111563,NA,NA,NA,NA,NA,NA,2021-02-04 12:22:00,5521,16442,NA,509,1
"A054",91,24706,2021-02-25,55.466665,-163.83333,1,7.70833333333333,33,43,107.37,98363.81,132054,NA,NA,NA,NA,5,NA,2021-02-25 16:40:00,5529,16344,NA,509,1
"A069",6,24730,2021-01-26,55.685835,-164.614165,1,3.08333333333333,43,51,98.57,97827.7,134009,NA,NA,NA,NA,6,NA,2021-01-26 15:51:00,5543,16436,NA,509,2
"A054",44,24706,2021-02-08,56.116665,-163.35,1,3.75,30,44,103.5,101694.88,135550,NA,NA,NA,NA,NA,NA,2021-02-08 19:00:00,5606,16318,NA,509,1
"A054",45,24706,2021-02-09,56.091665,-163.533335,1,6.83333333333333,34,45,156.38,153843.18,213691,NA,NA,NA,NA,NA,NA,2021-02-09 00:54:00,5608,16328,NA,509,1
"A069",99,24730,2021-02-25,55.480835,-163.670835,1,5.45833333333333,34,41,117.07,114483.92,148676,NA,NA,NA,NA,3,NA,2021-02-25 11:34:00,5528,16340,NA,509,1
"A291",57,24753,2021-02-06,55.310835,-164.3775,2,17.9166666666667,34,55,59.31,54836.69,88505,NA,NA,NA,NA,NA,NA,2021-02-05 20:35:00,5519,16416,NA,509,1
"A291",33,24753,2021-02-03,55.6775,-164.2225,2,6.04166666666667,38,52,53.23,50158.39,70513,NA,NA,NA,NA,NA,NA,2021-02-02 22:45:00,5540,16414,NA,509,1
"A255",25,24756,2021-02-02,55.3,-164.075,2,11.25,30,40,44.66,43068.5,52993,NA,NA,NA,NA,NA,NA,2021-02-02 15:00:00,5518,16404,NA,509,1
"A282",73,24733,2021-02-21,55.9425,-162.61417,1,15,30,40,156.48,151300.69,189112,NA,NA,NA,NA,NA,NA,2021-02-21 03:15:00,5557,16243,"C54",516,1
"A045",20,24751,2021-01-31,56.024165,-164.60083,1,1.25,39,49,97.24,96708.09,122410,NA,NA,NA,NA,NA,NA,2021-01-31 16:45:00,5602,16439,NA,509,2
"A225",10,24750,2021-02-20,55.34833,-164.09083,1,9.375,38,46,92.66,74429.39,99177,NA,NA,NA,NA,NA,NA,2021-02-20 02:45:00,5518,16414,NA,509,1
"A282",4,24733,2021-01-26,55.41083,-164.451665,1,6.25,43,53,116.81,113519.68,183095,NA,NA,NA,NA,NA,NA,2021-01-26 07:25:00,5521,16421,"C54",509,1
"A115",63,24712,2021-02-10,56.30083,-163.60167,1,11.25,27,44,180.98,173429.26,231247,NA,NA,NA,NA,NA,NA,2021-02-10 00:35:00,5618,16329,NA,509,1
"A091",71,24734,2021-02-17,55.6025,-163.920835,1,10.0833333333333,37,49,137.67,129340.85,185291,NA,NA,NA,NA,4,NA,2021-02-17 08:36:00,5534,16357,"C51",509,1
